img,x,y,brightness,alpha,surrounding_brightness
src/data/r4.png,17,11,44,255,30
src/data/r4.png,27,11,46,255,23
src/data/r4.png,28,11,34,255,24
src/data/r4.png,29,11,23,255,21
src/data/r4.png,30,11,15,255,20
src/data/r4.png,31,11,14,255,21
src/data/r4.png,32,11,18,255,23
src/data/r4.png,33,11,26,255,25
src/data/r4.png,34,11,34,255,29
src/data/r4.png,35,11,44,255,28
src/data/r4.png,7,12,43,255,33
src/data/r4.png,8,12,35,255,33
src/data/r4.png,9,12,29,255,32
src/data/r4.png,10,12,27,255,31
src/data/r4.png,11,12,24,255,29
src/data/r4.png,12,12,25,255,28
src/data/r4.png,13,12,25,255,29
src/data/r4.png,14,12,24,255,29
src/data/r4.png,15,12,24,255,28
src/data/r4.png,16,12,25,255,28
src/data/r4.png,17,12,27,255,27
src/data/r4.png,18,12,29,255,25
src/data/r4.png,19,12,31,255,22
src/data/r4.png,20,12,31,255,23
src/data/r4.png,21,12,35,255,23
src/data/r4.png,22,12,37,255,23
src/data/r4.png,23,12,35,255,22
src/data/r4.png,24,12,28,255,20
src/data/r4.png,25,12,23,255,18
src/data/r4.png,26,12,22,255,21
src/data/r4.png,27,12,19,255,23
src/data/r4.png,28,12,17,255,25
src/data/r4.png,29,12,15,255,23
src/data/r4.png,30,12,15,255,24
src/data/r4.png,31,12,21,255,24
src/data/r4.png,32,12,31,255,28
src/data/r4.png,33,12,46,255,27
src/data/r4.png,9,13,48,255,33
src/data/r4.png,10,13,44,255,32
src/data/r4.png,11,13,33,255,32
src/data/r4.png,12,13,30,255,30
src/data/r4.png,13,13,24,255,29
src/data/r4.png,14,13,20,255,26
src/data/r4.png,15,13,19,255,25
src/data/r4.png,16,13,18,255,25
src/data/r4.png,17,13,17,255,25
src/data/r4.png,18,13,17,255,25
src/data/r4.png,19,13,18,255,24
src/data/r4.png,20,13,17,255,25
src/data/r4.png,21,13,16,255,25
src/data/r4.png,22,13,16,255,25
src/data/r4.png,23,13,15,255,25
src/data/r4.png,24,13,14,255,23
src/data/r4.png,25,13,13,255,23
src/data/r4.png,26,13,14,255,23
src/data/r4.png,27,13,14,255,25
src/data/r4.png,28,13,20,255,24
src/data/r4.png,29,13,30,255,24
src/data/r4.png,30,13,36,255,24
src/data/r4.png,31,13,43,255,25
src/data/r4.png,12,14,44,255,30
src/data/r4.png,13,14,36,255,30
src/data/r4.png,14,14,32,255,25
src/data/r4.png,15,14,30,255,23
src/data/r4.png,16,14,30,255,22
src/data/r4.png,17,14,29,255,26
src/data/r4.png,18,14,27,255,25
src/data/r4.png,19,14,24,255,24
src/data/r4.png,20,14,23,255,19
src/data/r4.png,21,14,22,255,19
src/data/r4.png,22,14,23,255,18
src/data/r4.png,23,14,24,255,18
src/data/r4.png,24,14,25,255,18
src/data/r4.png,25,14,28,255,19
src/data/r4.png,26,14,31,255,20
src/data/r4.png,27,14,34,255,24
src/data/r4.png,28,14,44,255,24
src/data/r5.png,32,3,32,252,28
src/data/r5.png,33,3,26,255,29
src/data/r5.png,34,3,26,3,30
src/data/r5.png,32,4,24,252,29
src/data/r5.png,33,4,23,255,26
src/data/r5.png,34,4,23,3,26
src/data/r5.png,31,5,46,252,28
src/data/r5.png,32,5,24,255,31
src/data/r5.png,33,5,28,255,27
src/data/r5.png,34,5,28,3,28
src/data/r5.png,31,6,41,252,31
src/data/r5.png,32,6,26,255,34
src/data/r5.png,33,6,35,255,31
src/data/r5.png,34,6,35,3,35
src/data/r5.png,0,7,47,252,43
src/data/r5.png,1,7,44,255,41
src/data/r5.png,2,7,44,3,40
src/data/r5.png,31,7,38,252,28
src/data/r5.png,32,7,22,255,32
src/data/r5.png,33,7,43,255,29
src/data/r5.png,34,7,43,3,34
src/data/r5.png,1,8,38,252,42
src/data/r5.png,2,8,37,255,40
src/data/r5.png,3,8,43,255,39
src/data/r5.png,4,8,43,3,40
src/data/r5.png,31,8,29,252,27
src/data/r5.png,32,8,24,255,30
src/data/r5.png,33,8,24,3,32
src/data/r5.png,2,9,40,252,38
src/data/r5.png,3,9,35,255,40
src/data/r5.png,4,9,38,255,40
src/data/r5.png,5,9,45,255,39
src/data/r5.png,6,9,45,3,40
src/data/r5.png,31,9,23,252,31
src/data/r5.png,32,9,32,255,31
src/data/r5.png,33,9,32,3,34
src/data/r5.png,4,10,39,252,38
src/data/r5.png,5,10,37,255,39
src/data/r5.png,6,10,35,255,39
src/data/r5.png,7,10,45,255,37
src/data/r5.png,8,10,45,3,38
src/data/r5.png,31,10,25,252,35
src/data/r5.png,32,10,47,255,33
src/data/r5.png,33,10,47,3,37
src/data/r5.png,5,11,39,252,36
src/data/r5.png,6,11,33,255,36
src/data/r5.png,7,11,31,255,36
src/data/r5.png,8,11,35,255,36
src/data/r5.png,9,11,42,255,35
src/data/r5.png,10,11,42,3,33
src/data/r5.png,29,11,47,252,35
src/data/r5.png,30,11,32,255,34
src/data/r5.png,31,11,38,255,33
src/data/r5.png,32,11,38,3,37
src/data/r5.png,7,12,33,252,32
src/data/r5.png,8,12,32,255,35
src/data/r5.png,9,12,29,255,37
src/data/r5.png,10,12,30,255,37
src/data/r5.png,11,12,32,255,34
src/data/r5.png,12,12,34,255,32
src/data/r5.png,13,12,37,255,31
src/data/r5.png,14,12,38,255,31
src/data/r5.png,15,12,38,3,31
src/data/r5.png,28,12,44,252,41
src/data/r5.png,29,12,36,255,38
src/data/r5.png,30,12,29,255,38
src/data/r5.png,31,12,29,3,37
src/data/r5.png,9,13,45,252,32
src/data/r5.png,10,13,38,255,34
src/data/r5.png,11,13,34,255,32
src/data/r5.png,12,13,30,255,32
src/data/r5.png,13,13,27,255,33
src/data/r5.png,14,13,26,255,35
src/data/r5.png,15,13,31,255,34
src/data/r5.png,16,13,31,255,34
src/data/r5.png,17,13,33,255,32
src/data/r5.png,18,13,38,255,33
src/data/r5.png,19,13,43,255,34
src/data/r5.png,20,13,43,3,35
src/data/r5.png,27,13,47,252,36
src/data/r5.png,28,13,38,255,38
src/data/r5.png,29,13,38,255,37
src/data/r5.png,30,13,44,255,36
src/data/r5.png,31,13,44,3,35
src/data/r5.png,15,14,40,252,30
src/data/r5.png,16,14,35,255,33
src/data/r5.png,17,14,31,255,33
src/data/r5.png,18,14,29,255,34
src/data/r5.png,19,14,29,255,37
src/data/r5.png,20,14,33,255,39
src/data/r5.png,21,14,35,255,41
src/data/r5.png,22,14,37,255,39
src/data/r5.png,23,14,35,255,40
src/data/r5.png,24,14,43,255,39
src/data/r5.png,25,14,41,255,41
src/data/r5.png,26,14,38,255,39
src/data/r5.png,27,14,33,255,37
src/data/r5.png,28,14,30,255,38
src/data/r5.png,29,14,40,255,38
src/data/r5.png,30,14,40,3,41
src/data/r6.png,31,2,44,255,37
src/data/r6.png,30,3,40,255,34
src/data/r6.png,31,3,26,255,39
src/data/r6.png,32,3,46,255,33
src/data/r6.png,30,4,43,255,30
src/data/r6.png,31,4,26,255,36
src/data/r6.png,32,4,39,255,31
src/data/r6.png,0,5,39,255,32
src/data/r6.png,1,5,31,255,33
src/data/r6.png,2,5,44,255,28
src/data/r6.png,31,5,28,255,32
src/data/r6.png,32,5,33,255,29
src/data/r6.png,0,6,36,255,33
src/data/r6.png,1,6,22,255,33
src/data/r6.png,2,6,26,255,31
src/data/r6.png,3,6,36,255,33
src/data/r6.png,4,6,40,255,34
src/data/r6.png,31,6,28,255,28
src/data/r6.png,32,6,28,255,28
src/data/r6.png,1,7,31,255,33
src/data/r6.png,2,7,28,255,34
src/data/r6.png,3,7,29,255,35
src/data/r6.png,4,7,32,255,39
src/data/r6.png,5,7,40,255,41
src/data/r6.png,6,7,43,255,42
src/data/r6.png,31,7,28,255,28
src/data/r6.png,32,7,26,255,28
src/data/r6.png,1,8,46,255,33
src/data/r6.png,2,8,40,255,36
src/data/r6.png,3,8,47,255,32
src/data/r6.png,5,8,47,255,39
src/data/r6.png,6,8,43,255,42
src/data/r6.png,7,8,40,255,41
src/data/r6.png,8,8,41,255,38
src/data/r6.png,31,8,30,255,28
src/data/r6.png,32,8,30,255,28
src/data/r6.png,7,9,43,255,40
src/data/r6.png,8,9,36,255,39
src/data/r6.png,9,9,35,255,39
src/data/r6.png,10,9,38,255,39
src/data/r6.png,11,9,40,255,39
src/data/r6.png,12,9,41,255,39
src/data/r6.png,13,9,41,255,39
src/data/r6.png,31,9,32,255,30
src/data/r6.png,32,9,28,255,31
src/data/r6.png,10,10,44,255,38
src/data/r6.png,11,10,39,255,41
src/data/r6.png,12,10,36,255,41
src/data/r6.png,13,10,40,255,40
src/data/r6.png,14,10,39,255,38
src/data/r6.png,15,10,39,255,35
src/data/r6.png,16,10,40,255,35
src/data/r6.png,17,10,44,255,33
src/data/r6.png,31,10,33,255,32
src/data/r6.png,32,10,32,255,32
src/data/r6.png,12,11,47,255,39
src/data/r6.png,13,11,43,255,40
src/data/r6.png,14,11,38,255,38
src/data/r6.png,15,11,32,255,37
src/data/r6.png,16,11,30,255,37
src/data/r6.png,17,11,32,255,36
src/data/r6.png,18,11,32,255,37
src/data/r6.png,19,11,31,255,36
src/data/r6.png,20,11,29,255,34
src/data/r6.png,21,11,31,255,32
src/data/r6.png,22,11,32,255,32
src/data/r6.png,23,11,33,255,35
src/data/r6.png,24,11,35,255,36
src/data/r6.png,25,11,35,255,36
src/data/r6.png,26,11,35,255,34
src/data/r6.png,27,11,36,255,32
src/data/r6.png,28,11,36,255,33
src/data/r6.png,29,11,40,255,32
src/data/r6.png,30,11,36,255,33
src/data/r6.png,31,11,30,255,34
src/data/r6.png,32,11,38,255,32
src/data/r7.png,33,2,43,255,39
src/data/r7.png,33,3,39,255,41
src/data/r7.png,33,4,32,255,39
src/data/r7.png,34,4,48,255,33
src/data/r7.png,32,5,46,255,28
src/data/r7.png,33,5,24,255,36
src/data/r7.png,34,5,38,255,32
src/data/r7.png,1,6,41,255,41
src/data/r7.png,33,6,28,255,32
src/data/r7.png,34,6,29,255,32
src/data/r7.png,0,7,49,255,42
src/data/r7.png,1,7,36,255,44
src/data/r7.png,2,7,40,255,40
src/data/r7.png,3,7,36,255,40
src/data/r7.png,4,7,36,255,39
src/data/r7.png,5,7,41,255,39
src/data/r7.png,6,7,43,255,39
src/data/r7.png,7,7,46,255,38
src/data/r7.png,33,7,32,255,27
src/data/r7.png,34,7,28,255,32
src/data/r7.png,35,7,46,255,30
src/data/r7.png,2,8,47,255,38
src/data/r7.png,3,8,41,255,39
src/data/r7.png,4,8,39,255,38
src/data/r7.png,5,8,40,255,39
src/data/r7.png,6,8,38,255,40
src/data/r7.png,7,8,33,255,40
src/data/r7.png,8,8,38,255,39
src/data/r7.png,9,8,46,255,38
src/data/r7.png,33,8,28,255,27
src/data/r7.png,34,8,25,255,33
src/data/r7.png,35,8,40,255,33
src/data/r7.png,7,9,41,255,36
src/data/r7.png,8,9,36,255,39
src/data/r7.png,9,9,35,255,40
src/data/r7.png,10,9,43,255,39
src/data/r7.png,11,9,47,255,36
src/data/r7.png,31,9,43,255,27
src/data/r7.png,32,9,32,255,28
src/data/r7.png,33,9,21,255,29
src/data/r7.png,34,9,26,255,33
src/data/r7.png,35,9,43,255,33
src/data/r7.png,9,10,43,255,39
src/data/r7.png,10,10,35,255,41
src/data/r7.png,11,10,33,255,41
src/data/r7.png,12,10,33,255,39
src/data/r7.png,13,10,33,255,36
src/data/r7.png,14,10,35,255,34
src/data/r7.png,15,10,36,255,34
src/data/r7.png,16,10,40,255,35
src/data/r7.png,17,10,46,255,34
src/data/r7.png,29,10,42,255,26
src/data/r7.png,30,10,30,255,31
src/data/r7.png,31,10,24,255,31
src/data/r7.png,32,10,22,255,31
src/data/r7.png,33,10,30,255,30
src/data/r7.png,34,10,44,255,30
src/data/r7.png,10,11,46,255,38
src/data/r7.png,11,11,43,255,37
src/data/r7.png,12,11,40,255,36
src/data/r7.png,13,11,39,255,35
src/data/r7.png,14,11,35,255,34
src/data/r7.png,15,11,31,255,37
src/data/r7.png,16,11,31,255,39
src/data/r7.png,17,11,35,255,38
src/data/r7.png,18,11,30,255,36
src/data/r7.png,19,11,32,255,31
src/data/r7.png,20,11,35,255,29
src/data/r7.png,21,11,36,255,27
src/data/r7.png,22,11,38,255,26
src/data/r7.png,23,11,36,255,25
src/data/r7.png,24,11,34,255,25
src/data/r7.png,25,11,34,255,25
src/data/r7.png,26,11,33,255,25
src/data/r7.png,27,11,30,255,25
src/data/r7.png,28,11,30,255,26
src/data/r7.png,29,11,23,255,28
src/data/r7.png,30,11,24,255,31
src/data/r7.png,31,11,30,255,30
src/data/r7.png,32,11,38,255,30
src/data/r7.png,16,12,49,255,34
src/data/r7.png,17,12,40,255,35
src/data/r7.png,18,12,34,255,33
src/data/r7.png,19,12,30,255,34
src/data/r7.png,20,12,26,255,35
src/data/r7.png,21,12,21,255,36
src/data/r7.png,22,12,19,255,35
src/data/r7.png,23,12,19,255,34
src/data/r7.png,24,12,19,255,34
src/data/r7.png,25,12,20,255,34
src/data/r7.png,26,12,22,255,33
src/data/r7.png,27,12,21,255,31
src/data/r7.png,28,12,21,255,28
src/data/r7.png,29,12,23,255,25
src/data/r7.png,30,12,31,255,29
src/data/r7.png,31,12,47,255,30
src/data/r8.png,27,2,46,255,31
src/data/r8.png,28,2,36,255,32
src/data/r8.png,26,3,43,255,31
src/data/r8.png,27,3,23,255,31
src/data/r8.png,28,3,22,255,33
src/data/r8.png,29,3,38,255,32
src/data/r8.png,25,4,40,255,30
src/data/r8.png,26,4,28,255,30
src/data/r8.png,27,4,20,255,31
src/data/r8.png,28,4,25,255,33
src/data/r8.png,29,4,46,255,33
src/data/r8.png,23,5,41,255,24
src/data/r8.png,24,5,26,255,29
src/data/r8.png,25,5,24,255,30
src/data/r8.png,26,5,29,255,31
src/data/r8.png,27,5,36,255,32
src/data/r8.png,28,5,47,255,31
src/data/r8.png,0,6,49,255,45
src/data/r8.png,1,6,45,255,44
src/data/r8.png,2,6,49,255,42
src/data/r8.png,21,6,39,255,23
src/data/r8.png,22,6,29,255,28
src/data/r8.png,23,6,23,255,28
src/data/r8.png,24,6,21,255,29
src/data/r8.png,25,6,26,255,30
src/data/r8.png,26,6,43,255,28
src/data/r8.png,1,7,43,255,45
src/data/r8.png,2,7,38,255,44
src/data/r8.png,3,7,42,255,43
src/data/r8.png,4,7,48,255,40
src/data/r8.png,19,7,36,255,21
src/data/r8.png,20,7,26,255,26
src/data/r8.png,21,7,21,255,26
src/data/r8.png,22,7,19,255,29
src/data/r8.png,23,7,25,255,29
src/data/r8.png,24,7,38,255,28
src/data/r8.png,2,8,45,255,41
src/data/r8.png,3,8,42,255,42
src/data/r8.png,4,8,40,255,43
src/data/r8.png,5,8,39,255,39
src/data/r8.png,6,8,32,255,34
src/data/r8.png,7,8,31,255,28
src/data/r8.png,8,8,32,255,26
src/data/r8.png,9,8,35,255,26
src/data/r8.png,10,8,39,255,27
src/data/r8.png,11,8,44,255,23
src/data/r8.png,16,8,41,255,22
src/data/r8.png,17,8,30,255,24
src/data/r8.png,18,8,22,255,24
src/data/r8.png,19,8,19,255,26
src/data/r8.png,20,8,20,255,26
src/data/r8.png,21,8,22,255,26
src/data/r8.png,22,8,33,255,26
src/data/r8.png,23,8,45,255,28
src/data/r8.png,5,9,45,255,35
src/data/r8.png,6,9,31,255,34
src/data/r8.png,7,9,26,255,29
src/data/r8.png,8,9,22,255,28
src/data/r8.png,9,9,20,255,31
src/data/r8.png,10,9,19,255,32
src/data/r8.png,11,9,18,255,30
src/data/r8.png,12,9,17,255,25
src/data/r8.png,13,9,17,255,21
src/data/r8.png,14,9,18,255,22
src/data/r8.png,15,9,19,255,27
src/data/r8.png,16,9,20,255,30
src/data/r8.png,17,9,19,255,29
src/data/r8.png,18,9,18,255,25
src/data/r8.png,19,9,23,255,23
src/data/r8.png,20,9,39,255,21
src/data/r9.png,31,2,35,255,36
src/data/r9.png,30,3,35,255,29
src/data/r9.png,31,3,26,255,35
src/data/r9.png,30,4,29,255,29
src/data/r9.png,31,4,29,255,29
src/data/r9.png,30,5,26,255,32
src/data/r9.png,31,5,31,255,29
src/data/r9.png,29,6,41,255,27
src/data/r9.png,30,6,24,255,34
src/data/r9.png,31,6,38,255,30
src/data/r9.png,29,7,33,255,29
src/data/r9.png,30,7,25,255,34
src/data/r9.png,31,7,47,255,29
src/data/r9.png,29,8,28,255,31
src/data/r9.png,30,8,29,255,32
src/data/r9.png,0,9,48,255,42
src/data/r9.png,1,9,37,255,40
src/data/r9.png,2,9,31,255,37
src/data/r9.png,3,9,39,255,36
src/data/r9.png,4,9,46,255,33
src/data/r9.png,28,9,40,255,26
src/data/r9.png,29,9,25,255,32
src/data/r9.png,30,9,38,255,30
src/data/r9.png,2,10,41,255,35
src/data/r9.png,3,10,33,255,38
src/data/r9.png,4,10,30,255,37
src/data/r9.png,5,10,30,255,36
src/data/r9.png,6,10,36,255,32
src/data/r9.png,7,10,45,255,29
src/data/r9.png,25,10,48,255,25
src/data/r9.png,26,10,43,255,26
src/data/r9.png,27,10,30,255,26
src/data/r9.png,28,10,24,255,24
src/data/r9.png,29,10,24,255,30
src/data/r9.png,30,10,47,255,27
src/data/r9.png,4,11,46,255,31
src/data/r9.png,5,11,32,255,34
src/data/r9.png,6,11,28,255,34
src/data/r9.png,7,11,27,255,33
src/data/r9.png,8,11,27,255,31
src/data/r9.png,9,11,29,255,27
src/data/r9.png,10,11,34,255,30
src/data/r9.png,11,11,45,255,31
src/data/r9.png,12,11,46,255,33
src/data/r9.png,13,11,48,255,29
src/data/r9.png,16,11,46,255,27
src/data/r9.png,17,11,43,255,30
src/data/r9.png,18,11,40,255,29
src/data/r9.png,19,11,37,255,27
src/data/r9.png,20,11,32,255,25
src/data/r9.png,21,11,27,255,24
src/data/r9.png,22,11,24,255,22
src/data/r9.png,23,11,22,255,19
src/data/r9.png,24,11,21,255,23
src/data/r9.png,25,11,20,255,26
src/data/r9.png,26,11,18,255,27
src/data/r9.png,27,11,16,255,27
src/data/r9.png,28,11,16,255,26
src/data/r9.png,29,11,22,255,31
src/data/r9.png,7,12,37,255,27
src/data/r9.png,8,12,27,255,29
src/data/r9.png,9,12,25,255,31
src/data/r9.png,10,12,26,255,34
src/data/r9.png,11,12,26,255,36
src/data/r9.png,12,12,25,255,35
src/data/r9.png,13,12,24,255,32
src/data/r9.png,14,12,23,255,28
src/data/r9.png,15,12,23,255,27
src/data/r9.png,16,12,22,255,29
src/data/r9.png,17,12,22,255,31
src/data/r9.png,18,12,23,255,31
src/data/r9.png,19,12,20,255,31
src/data/r9.png,20,12,21,255,30
src/data/r9.png,21,12,23,255,31
src/data/r9.png,22,12,21,255,28
src/data/r9.png,23,12,17,255,25
src/data/r9.png,24,12,16,255,19
src/data/r9.png,25,12,17,255,18
src/data/r9.png,26,12,19,255,19
src/data/r9.png,27,12,26,255,23
src/data/r9.png,28,12,46,255,20
src/data/r10.png,36,2,47,255,33
src/data/r10.png,35,3,38,255,31
src/data/r10.png,36,3,29,255,36
src/data/r10.png,35,4,29,255,25
src/data/r10.png,36,4,19,255,33
src/data/r10.png,37,4,49,255,28
src/data/r10.png,35,5,26,255,22
src/data/r10.png,36,5,16,255,33
src/data/r10.png,37,5,49,255,30
src/data/r10.png,35,6,26,255,21
src/data/r10.png,36,6,20,255,31
src/data/r10.png,37,6,46,255,29
src/data/r10.png,1,7,44,255,39
src/data/r10.png,2,7,38,255,35
src/data/r10.png,3,7,33,255,31
src/data/r10.png,4,7,31,255,32
src/data/r10.png,5,7,40,255,32
src/data/r10.png,35,7,26,255,21
src/data/r10.png,36,7,18,255,32
src/data/r10.png,37,7,45,255,30
src/data/r10.png,0,8,48,255,43
src/data/r10.png,1,8,39,255,40
src/data/r10.png,2,8,32,255,36
src/data/r10.png,3,8,29,255,33
src/data/r10.png,4,8,28,255,33
src/data/r10.png,5,8,31,255,34
src/data/r10.png,6,8,39,255,34
src/data/r10.png,35,8,25,255,22
src/data/r10.png,36,8,20,255,30
src/data/r10.png,37,8,48,255,26
src/data/r10.png,4,9,38,255,30
src/data/r10.png,5,9,33,255,35
src/data/r10.png,6,9,32,255,37
src/data/r10.png,7,9,38,255,39
src/data/r10.png,35,9,25,255,26
src/data/r10.png,36,9,24,255,27
src/data/r10.png,6,10,47,255,35
src/data/r10.png,7,10,39,255,38
src/data/r10.png,8,10,38,255,38
src/data/r10.png,9,10,44,255,38
src/data/r10.png,34,10,48,255,24
src/data/r10.png,35,10,22,255,28
src/data/r10.png,36,10,22,255,23
src/data/r10.png,8,11,36,255,39
src/data/r10.png,9,11,35,255,39
src/data/r10.png,10,11,43,255,38
src/data/r10.png,34,11,31,255,30
src/data/r10.png,35,11,21,255,29
src/data/r10.png,36,11,25,255,26
src/data/r10.png,9,12,40,255,37
src/data/r10.png,10,12,36,255,38
src/data/r10.png,11,12,35,255,38
src/data/r10.png,12,12,38,255,35
src/data/r10.png,33,12,48,255,26
src/data/r10.png,34,12,21,255,29
src/data/r10.png,35,12,25,255,27
src/data/r10.png,36,12,43,255,25
src/data/r10.png,11,13,38,255,35
src/data/r10.png,12,13,35,255,34
src/data/r10.png,13,13,34,255,33
src/data/r10.png,14,13,35,255,32
src/data/r10.png,15,13,43,255,29
src/data/r10.png,33,13,35,255,26
src/data/r10.png,34,13,18,255,29
src/data/r10.png,35,13,30,255,27
src/data/r10.png,12,14,33,255,34
src/data/r10.png,13,14,30,255,35
src/data/r10.png,14,14,27,255,35
src/data/r10.png,15,14,27,255,34
src/data/r10.png,16,14,28,255,31
src/data/r10.png,17,14,31,255,28
src/data/r10.png,18,14,33,255,28
src/data/r10.png,19,14,33,255,29
src/data/r10.png,20,14,39,255,30
src/data/r10.png,21,14,43,255,27
src/data/r10.png,31,14,42,255,25
src/data/r10.png,32,14,24,255,31
src/data/r10.png,33,14,15,255,29
src/data/r10.png,34,14,30,255,28
src/data/r10.png,14,15,47,255,29
src/data/r10.png,15,15,34,255,31
src/data/r10.png,16,15,28,255,29
src/data/r10.png,17,15,26,255,32
src/data/r10.png,18,15,26,255,34
src/data/r10.png,19,15,28,255,35
src/data/r10.png,20,15,23,255,36
src/data/r10.png,21,15,24,255,36
src/data/r10.png,22,15,25,255,35
src/data/r10.png,23,15,26,255,32
src/data/r10.png,24,15,26,255,30
src/data/r10.png,25,15,26,255,28
src/data/r10.png,26,15,25,255,27
src/data/r10.png,27,15,24,255,27
src/data/r10.png,28,15,22,255,29
src/data/r10.png,29,15,27,255,31
src/data/r10.png,30,15,27,255,34
src/data/r10.png,31,15,24,255,33
src/data/r10.png,32,15,27,255,32
src/data/r10.png,33,15,45,255,24
